,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
1462,Lohilo Foods,2014,LOHILO,SE0014262549,Aktie,First North,Sverige,Dagligvaror,Livsmedel
1463,Icelandic Salmon,2015,ISLAX,NO0010724701,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1464,Prostatype Genomics,2016,PROGEN,SE0014684569,Aktie,First North,Sverige,Hälsovård,Läkemedel
1465,Svenska Nyttobostäder,2018,NYTTO,SE0014808853,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1466,Svenska Nyttobostäder Pref,2019,NYTTO PREF,SE0014808861,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1467,CDON,2023,CDON,SE0015191911,Aktie,First North,Sverige,Sällanköpsvaror,Detaljhandel
1468,Alefarm Brewing,2025,ALEFRM,DK0061407699,Aktie,First North,Danmark,Dagligvaror,Bryggeri
1469,WindowMaster,2026,WMA,DK0061278355,Aktie,First North,Danmark,Industri,Installation & VVS
1470,Dancann Pharma,2027,DANCAN,DK0061410487,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1471,Dataproces,2028,DATA,DK0061408580,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1472,Airthings,2029,AIRX,NO0010895568,Aktie,Oslo Bors,Norge,Industri,Installation & VVS
1473,Everfuel,2030,EFUEL,DK0061414711,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1474,Ocean Sun,2032,OSUN,NO0010887565,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1475,Luxbright,2033,LXB,SE0015192075,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1476,Fortinova,2034,FNOVA B,SE0014608915,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1477,Re:NewCell,2035,RENEW,SE0014960431,Aktie,First North,Sverige,Industri,Energi & Återvinning
1478,Boozt,2036,BOOZT DKK,SE0009888738,Aktie,Large Cap,Danmark,Sällanköpsvaror,Kläder & Skor
1479,HusCompagniet,2037,HUSCO,DK0061412855,Aktie,Mid Cap,Danmark,Industri,Bostadsbyggnation
1480,Cadeler,2038,CADLR,DK0061412772,Aktie,Oslo Bors,Norge,Kraftförsörjning,Vindkraft
1481,Huddlestock Fintech,2039,HUDL,NO0010859648,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1482,Meltwater,2040,MWTR,NL00150003D3,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1483,Nordic Aqua Partners,2041,NOAP,DK0061414638,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1484,Nortel,2042,NTEL,NO0010900087,Aktie,Oslo Growth,Norge,Telekommunikation,Bredband & Telefoni
1485,The Kingfish Company,2043,KING,NL00150001S5,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1486,Xplora Technologies,2044,XPLRA,NO0010895782,Aktie,Oslo Growth,Norge,Informationsteknik,Säkerhet & Bevakning
1487,Thunderful,2045,THUNDR,SE0015195888,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1488,Fasadgruppen,2046,FG,SE0015195771,Aktie,Mid Cap,Sverige,Industri,Byggmaterial
1489,Alltainer,2047,ALLT,SE0015192828,Aktie,Spotlight,Sverige,Industri,Byggmaterial
1490,Annehem Fastigheter,2048,ANNE B,SE0015221684,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1491,CirChem,2049,CIRCHE,SE0015193529,Aktie,First North,Sverige,Industri,Energi & Återvinning
1492,Stenhus Fastigheter,2050,SFAST,SE0014956819,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1493,Hexagon Purus,2053,HPUR,NO0010904923,Aktie,Oslo Bors,Norge,Industri,Industrikomponenter
1494,Kraft Bank,2054,KRAB,NO0010815103,Aktie,Oslo Growth,Norge,Finans & Fastighet,Nischbanker
1495,Nordic Unmanned,2055,NUMND,NO0010907090,Aktie,Oslo Growth,Norge,Industri,Flygtransport
1496,Scandinavian Biogas,2056,BIOGAS,SE0015242896,Aktie,First North,Sverige,Kraftförsörjning,Bioenergi
1497,DecideAct,2057,ACT,DK0061414471,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1498,Cessatech,2058,CESSA,DK0061411964,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1499,Canopy,2059,CAN,NO0010781560,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1500,Cyviz,2060,CYVIZ,NO0010015175,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1501,MBRS Group,2061,MBRS,SE0015194832,Aktie,NGM,Sverige,Sällanköpsvaror,Kläder & Skor
1502,Imsys,2062,IMSYS,SE0011643410,Aktie,NGM,Sverige,Informationsteknik,Elektronik & Tillverkning
1503,Aros Bostadsutveckling Pref B,2063,AROS PREF B,SE0015195706,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1504,Elektroimportoren,2064,ELIMP,NO0010911902,Aktie,Oslo Growth,Norge,Industri,Elektroniska komponenter
1505,ELLWEE,2065,ELLWEE,SE0015221221,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
1506,MPC Energy Solutions,2066,MPCES,NL0015268814,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1507,Backaheden,2067,BACKA,SE0015221619,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1508,Streamify,2068,STREAM,SE0015244462,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1509,Nexcom,2069,NEXCOM,DK0061417144,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1510,Aker Horizons,2070,AKH,NO0010921232,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
1511,Horisont Energi,2071,HRGI,NO0010917339,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1512,Proximar Seafood,2072,PROXI,NO0010893902,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1513,BactiQuant,2074,BACTIQ,DK0061417730,Aktie,First North,Danmark,Industri,Energi & Återvinning
1514,Nimbus,2075,BOAT,SE0015407390,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
1515,Fractal Gaming,2076,FRACTL,SE0015504477,Aktie,First North,Sverige,Informationsteknik,Datorer & Hårdvara
1516,Cint Group,2077,CINT,SE0015483276,Aktie,Large Cap,Sverige,Informationsteknik,Affärs- & IT-System
1517,OncoZenge,2078,ONCOZ,SE0015504097,Aktie,First North,Sverige,Hälsovård,Läkemedel
1518,Abera Bioscience,2079,ABERA,SE0015245097,Aktie,Spotlight,Sverige,Hälsovård,Biotech
1519,Desenio,2080,DSNO,SE0015657853,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1520,Lipigon Pharmaceuticals,2081,LPGO,SE0015382072,Aktie,First North,Sverige,Hälsovård,Läkemedel
1521,Kreate Group,2082,KREATE,FI4000476866,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
1522,Valuer,2083,VALUER,DK0061418977,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1523,Arctic Fish,2084,AFISH,NO0010917719,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1524,Arctic Bioscience,2085,ABS,NO0010859580,Aktie,Oslo Growth,Norge,Dagligvaror,Hälsoprodukter
1525,Cambi,2086,CAMBI,NO0010078850,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1526,Circa Group,2087,CIRCA,NO0010917594,Aktie,Oslo Growth,Norge,Hälsovård,Biotech
1527,Envipco,2088,ENVIP,NL0015000GX8,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1528,Hav Group,2090,HAV,NO0010931918,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1529,Huddly,2091,HDLY,NO0010776990,Aktie,Oslo Growth,Norge,Informationsteknik,Elektronisk Utrustning
1530,Otovo,2092,OTOVO,NO0010809783,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
1531,Pryme,2093,PRYME,NL00150005Z1,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1532,Rana Gruber,2094,RANA,NO0010907389,Aktie,Oslo Bors,Norge,Material,Gruv - Prospekt & Drift
1533,Skandia GreenPower,2095,SKAND,NO0010931207,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1534,Lumi Gruppen,2096,LUMI,NO0010927288,Aktie,Oslo Growth,Norge,Industri,Utbildning
1535,CoinShares,2097,CS,JE00BLD8Y945,Aktie,Small Cap,Sverige,Informationsteknik,Betalning & E-handel
1536,Spherio Group,2098,SFERIO,SE0015504626,Aktie,First North,Sverige,Sällanköpsvaror,Kläder & Skor
1537,Ekobot,2100,EKOBOT,SE0015346812,Aktie,First North,Sverige,Industri,Industrimaskiner
1538,RugVista,2101,RUG,SE0015659834,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1539,Nightingale Health,2102,HEALTH,FI4000490875,Aktie,First North,Finland,Hälsovård,Läkemedel
1540,BW Ideol,2103,BWIDL,NO0010947385,Aktie,Oslo Growth,Norge,Kraftförsörjning,Vindkraft
1541,Acrinova B,2104,ACRI B,SE0015660030,Stocks2,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1542,Embellence,2105,EMBELL,SE0013888831,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1543,Fantasma Games,2106,FAGA,SE0015557053,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
1544,ACQ Bure SPAC,2107,ACQ SPAC,SE0015657788,SPAC,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
1545,Idun Industrier,2108,IDUN B,SE0013512464,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1546,Pierce Group,2109,PIERCE,SE0015658364,Aktie,Small Cap,Sverige,Sällanköpsvaror,Bil & Motor
1547,Orthex,2110,ORTHEX,FI4000480504,Aktie,Small Cap,Finland,Sällanköpsvaror,Detaljhandel
1548,Sitowise Group,2111,SITOWS,FI4000480215,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
1549,RISMA Systems,2112,RISMA,DK0061534377,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1550,Froy,2114,FROY,NO0010936792,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
1551,Integrated Wind,2115,IWS,NO0010955883,Aktie,Oslo Growth,Norge,Kraftförsörjning,Vindkraft
1552,Green Minerals,2116,GEM,NO0010907744,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Exploatering
1553,Kyoto Group,2117,KYOTO,NO0010936750,Aktie,Oslo Growth,Norge,Kraftförsörjning,Förnybarenergi
1554,LMK Group,2119,LMKG,SE0015556873,Aktie,First North,Sverige,Dagligvaror,Livsmedel
1555,Euroafrica Digital Ventures,2120,EURA,SE0015660345,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1556,Krona Public Real Estate,2121,KRONA,SE0015657895,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1557,Nowonomics,2123,NOWO,SE0015660840,Aktie,NGM,Sverige,Finans & Fastighet,Kapitalförvaltning
1558,Pharmiva,2124,PHARM,SE0015530670,Aktie,First North,Sverige,Hälsovård,Läkemedel
1559,Polymer Factory,2125,POLYMER,SE0015244470,Aktie,Spotlight,Sverige,Material,Kemikalier
1560,Tekna Holding,2126,TEKNA,NO0010951577,Aktie,Oslo Bors,Norge,Industri,Industrikomponenter
1561,Hemnet,2127,HEM,SE0015671995,Aktie,Large Cap,Sverige,Informationsteknik,Internettjänster
1562,Dlaboratory,2128,DLAB,SE0015658380,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1563,Lipum,2129,LIPUM,SE0015660899,Aktie,First North,Sverige,Hälsovård,Läkemedel
1564,Plexian,2130,PLEX,SE0015659941,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
1565,Sensor Alarm,2131,SELARM,SE0015657663,Aktie,Spotlight,Sverige,Industri,Säkerhet
1566,Trainimal,2132,TRML,SE0011528082,Aktie,NGM,Sverige,Sällanköpsvaror,Fritid & Sport
1567,Modelon,2133,MODEL B,SE0015948591,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1568,Nilar International,2134,NILAR,SE0015950001,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
1569,Tellusgruppen,2135,TELLUS,SE0015504519,Aktie,First North,Sverige,Industri,Utbildning
1570,Goobit Group,2136,BTCX,SE0015837752,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1571,Hemply Balance,2137,HMPLY,SE0014402400,Aktie,NGM,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1572,Spermosens,2138,SPERM,SE0015346424,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1573,Hynion,2139,HYN,NO0010920945,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1574,checkin.com,2140,CHECK,SE0015810502,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1575,Duearity,2141,DEAR,SE0015949482,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1576,JS Security,2142,JSSEC,SE0014829495,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1577,Safello Group,2143,SFL,SE0015346895,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1578,Twiik,2145,TWIIK,SE0015797352,Aktie,First North,Sverige,Sällanköpsvaror,Fritid & Sport
1579,Aligro Planet SPAC,2146,APAC SPAC A,SE0015949540,SPAC,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
1580,Arla Plast,2147,ARPL,SE0015810817,Aktie,Small Cap,Sverige,Industri,Byggmaterial
1581,Cedergrenska,2148,CEDER,SE0015949946,Aktie,First North,Sverige,Industri,Utbildning
1582,Tessin Nordic,2149,TESSIN,SE0009522451,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1583,Linc,2150,LINC,SE0015949433,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
1584,Zesec of Sweden,2151,ZESEC,SE0015812540,Aktie,NGM,Sverige,Industri,Byggmaterial
1585,Alexandria Group,2152,ALEX,FI4000153465,Aktie,First North,Finland,Finans & Fastighet,Kapitalförvaltning
1586,Hydract,2153,HYDRCT,DK0061531944,Aktie,First North,Danmark,Industri,Industrikomponenter
1587,Impero,2154,IMPERO,DK0061536828,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1588,Trophy Games,2155,TGAMES,DK0061537206,Aktie,First North,Danmark,Sällanköpsvaror,Gaming & Spel
1589,Digizuite,2156,DIGIZ,DK0061535937,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1590,NORD.investments,2157,NORD,DK0061540184,Aktie,First North,Danmark,Finans & Fastighet,Kapitalförvaltning
1591,DonkeyRepublic,2158,DONKEY,DK0061540770,Aktie,First North,Danmark,Industri,Stödtjänster & Service
1592,Trifork,2159,TRIFOR,CH1111227810,Aktie,Mid Cap,Danmark,Informationsteknik,Affärs- & IT-System
1593,Norse Atlantic,2160,NORSE,NO0012885252,Aktie,Oslo Expand,Norge,Industri,Flygtransport
1594,Argeo,2161,ARGEO,NO0010946593,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Service
1595,Bergen Carbon,2162,BCS,NO0010950249,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1596,Desert Control,2163,DSRT,NO0010963275,Aktie,Oslo Growth,Norge,Material,Kemikalier
1597,Nordic Halibut,2164,NOHAL,NO0003058109,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1598,Norsk Solar,2165,NSOL,NO0010941925,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1599,Statt Torsk,2166,STATT,NO0010775844,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1600,Deep Value Driller,2167,DVD,NO0010955917,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Exploatering
1601,Clean Seas Seafood,2168,CSS,AU000000CSS3,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1602,ECIT,2169,ECIT,NO0010939804,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1603,Harmonychain,2170,HMONY,NO0010921299,Aktie,Oslo Growth,Norge,Informationsteknik,Datorer & Hårdvara
1604,Norsk Titanium,2171,NTI,NO0010969108,Aktie,Oslo Growth,Norge,Industri,Industrikomponenter
1605,M Vest Water,2172,MVW,NO0010976343,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1606,Bokusgruppen,2173,BOKUS,SE0016074256,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
1607,Loyal Solutions,2174,LOYAL,DK0061535507,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1608,Mildef Group,2175,MILDEF,SE0016074249,Aktie,Mid Cap,Sverige,Informationsteknik,Affärs- & IT-System
1609,Permascand,2176,PSCAND,SE0015962048,Aktie,First North,Sverige,Industri,Industrikomponenter
1610,Netum,2177,NETUM,FI4000390943,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1611,MapsPeople,2178,MAPS,DK0061549052,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1612,Nordhealth,2179,NORDH,NO0011002651,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1613,Smartoptics,2180,SMOP,NO0011012502,Aktie,Oslo Growth,Norge,Telekommunikation,Telekomtjänster
1614,SaveLend,2181,YIELD,SE0015961024,Aktie,First North,Sverige,Finans & Fastighet,Kredit & Finansiering
1615,Sozap,2182,SOZAP,SE0015812524,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1616,Odinwell,2183,ODIN,SE0015809967,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
1617,Sleep Cycle,2184,SLEEP,SE0015961404,Aktie,Small Cap,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1618,Ngenic,2185,NGENIC,SE0015812573,Aktie,First North,Sverige,Industri,Energi & Återvinning
1619,Maven Wireless,2186,MAVEN,SE0015961180,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1620,Elicera Therapeutics,2187,ELIC,SE0015382080,Aktie,First North,Sverige,Hälsovård,Läkemedel
1621,Toivo Group,2188,TOIVO,FI4000496716,Aktie,First North,Finland,Finans & Fastighet,Fastighetsbolag
1622,Merus Power,2189,MERUS,FI4000506902,Aktie,First North,Finland,Kraftförsörjning,Förnybarenergi
1623,Recreate,2190,RCR,NO0010859689,Aktie,Oslo Growth,Norge,Finans & Fastighet,Fastighetsbolag
1624,Lytix Biopharma,2191,LYTIX,NO0010405780,Aktie,Oslo Growth,Norge,Hälsovård,Biotech
1625,Aventura Group,2192,AVENT B,SE0015961438,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1626,Revolutionrace,2193,RVRC,SE0015962485,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Kläder & Skor
1627,TH1NG,2194,TH1NG,SE0016074124,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1628,MoveByBike,2195,MBBAB,SE0015988100,Aktie,Spotlight,Sverige,Industri,Tåg- & Lastbilstransport
1629,Qbrick,2196,QBRICK,SE0015962105,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1630,Aros Bostadsutveckling,2197,AROS,SE0010547786,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1631,Acast,2198,ACAST,SE0015960935,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1632,CodeMill,2199,CDMIL,SE0013914819,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1633,Hexicon,2200,HEXI,SE0004898799,Aktie,First North,Sverige,Kraftförsörjning,Vindkraft
1634,Physitrack,2201,PTRK,GB00BK80TJ35,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1635,Vimian Group,2202,VIMIAN,SE0015961982,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1636,Komplett,2203,KOMPL,NO0011016040,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Detaljhandel
1637,Brilliant Future,2204,BRILL,SE0015811625,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1638,Creaspac SPAC,2205,CPAC SPAC,SE0016075691,SPAC,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
1639,LL Lucky Games,2206,LADYLU,SE0015797873,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1640,OX2,2207,OX2,SE0016075337,Aktie,Large Cap,Sverige,Kraftförsörjning,Vindkraft
1641,Creturner,2208,CRET,SE0013460375,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1642,Tebede,2209,TEBEDE A,SE0016075246,Aktie,First North,Sverige,Industri,Stödtjänster & Service
1643,Biosergen,2210,BIOSGN,SE0016013460,Aktie,First North,Sverige,Hälsovård,Biotech
1644,Emplicure,2211,EMPLI,SE0015812391,Aktie,First North,Sverige,Hälsovård,Läkemedel
1645,Intellego Technologies,2212,INT,SE0016075063,Aktie,First North,Sverige,Informationsteknik,Elektronik & Tillverkning
1646,USWE Sports,2213,USWE,SE0015949771,Aktie,First North,Sverige,Sällanköpsvaror,Accessoarer
1647,Solwers,2214,SOLWERS,FI4000452545,Aktie,First North,Finland,Industri,Affärskonsulter
1648,Green Hydrogen,2215,GREENH,DK0061540341,Aktie,Mid Cap,Danmark,Kraftförsörjning,Bioenergi
1649,Elopak,2216,ELO,NO0011002586,Aktie,Oslo Bors,Norge,Material,Förpackning
1650,Måsoval,2217,MAS,NO0010974983,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1651,Corem Property D,2218,CORE D,SE0015961594,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1652,Archelon Natural,2219,ALONNR B,SE0020355188,Aktie,NGM,Sverige,Material,Gruv - Prospekt & Drift
1653,Linkfire,2220,LINKFI,DK0061550811,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1654,Eevia Health,2221,EEVIA,FI4000496658,Aktie,Spotlight,Sverige,Dagligvaror,Hälsoprodukter
1655,Puuilo,2222,PUUILO,FI4000507124,Aktie,Mid Cap,Finland,Sällanköpsvaror,Detaljhandel
1656,Spinnova,2223,SPINN,FI4000507595,Aktie,First North,Finland,Sällanköpsvaror,Kläder & Skor
1657,SmartCraft,2224,SMCRT,NO0011008971,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1658,Alternus Energy,2225,ALT,IE00BLRPRP89,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1659,Aquaporin,2226,AQP,DK0061555109,Aktie,Mid Cap,Danmark,Kraftförsörjning,Vattenförsörjning
1660,First Venture,2227,FIRST B,SE0016075451,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1661,Profoto,2228,PRFO,SE0015962147,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
1662,Wyld Networks,2229,WYLD,SE0015812516,Aktie,First North,Sverige,Informationsteknik,Kommunikation
1663,OrderYOYO,2230,YOYO,DK0061553831,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1664,SameSystem,2231,SAME,DK0061551033,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1665,Amniotics,2232,AMNI,SE0015961016,Aktie,First North,Sverige,Hälsovård,Läkemedel
1666,Freemelt,2233,FREEM,SE0011167170,Aktie,First North,Sverige,Industri,Industrimaskiner
1667,Godsinlösen,2234,GIAB,SE0016101760,Aktie,First North,Sverige,Industri,Stödtjänster & Service
1668,Gigante Salmon,2236,GIGA,NO0011013765,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1669,Diagonal Bio,2237,DIABIO,SE0015961826,Aktie,First North,Sverige,Hälsovård,Biotech
1670,Fragbite,2238,FRAG,SE0015949334,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1671,Modus Therapeutics,2239,MODTX,SE0015987904,Aktie,First North,Sverige,Hälsovård,Biotech
1672,Pila Pharma,2240,PILA,SE0015988274,Aktie,First North,Sverige,Hälsovård,Läkemedel
1673,Wicket Gaming,2241,WIG,SE0015811377,Aktie,Spotlight,Sverige,Sällanköpsvaror,Gaming & Spel
1674,Vow Green Metals,2242,VGM,NO0011037483,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1675,Akobo Minerals,2243,AKOBO,SE0015193412,Aktie,Oslo Growth,Norge,Material,Gruv - Prospekt & Drift
1676,Aquaticus Real Estate,2244,AQUAT,SE0015244132,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1677,Ectin Research,2245,ECTIN B,SE0015987714,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1678,Transfer Group,2246,TRNSF,SE0011870757,Aktie,NGM,Sverige,Industri,Säkerhet
1679,Söder Sportfiske,2247,SODER,SE0016276539,Aktie,First North,Sverige,Sällanköpsvaror,Fritid & Sport
1680,Arlandastad,2248,AGROUP,SE0016276851,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1681,Kjell Group,2249,KJELL,SE0016797591,Aktie,First North,Sverige,Sällanköpsvaror,Detaljhandel
1682,Kiliaro,2250,KILI,SE0016275333,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1683,Aprendere Skolor,2251,APRNDR,SE0015960778,Aktie,First North,Sverige,Industri,Utbildning
1684,CTEK,2253,CTEK,SE0016798763,Aktie,Mid Cap,Sverige,Industri,Elektroniska komponenter
1685,eEducation Albert,2254,ALBERT,SE0016797989,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1686,FSport,2255,FSPORT,SE0016288641,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
1687,Fastighetsbolag Emilshus Pref,2256,EMIL PREF,SE0016785794,Pref,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1688,Anora Group,2257,ANORA,FI4000292438,Aktie,Mid Cap,Finland,Dagligvaror,Bryggeri
1689,Bioretec,2259,BRETEC,FI4000480454,Aktie,First North,Finland,Hälsovård,Läkemedel
1690,EcoUp,2260,ECOUP,FI4000511563,Aktie,First North,Finland,Industri,Energi & Återvinning
1691,Modulight,2261,MODU,FI4000511506,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
1692,CS Medica,2262,CSMED,DK0061668225,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1693,First North All,2263,FIRSTNORTHSEK,SE0001718701,Index GI,Index,Sverige,N/A,N/A
1694,Barramundi,2264,BARRA,SGXZ33675836,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1695,BioFish,2265,BFISH,NO0010955198,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1696,Havila Kystruten,2266,HKY,NO0011045429,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1697,Sparebank 68 grader nord,2267,SB68,NO0010887110,Aktie,Oslo Growth,Norge,Finans & Fastighet,Banker
1698,Questback,2268,QUEST,NO0011019119,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1699,Astrocast,2269,ASTRO,CH1122548808,Aktie,Oslo Growth,Norge,Informationsteknik,Kommunikation
1700,Western Bulk Chartering,2270,WEST,NO0010768096,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1701,Genetic Analysis,2271,GEAN,NO0010692130,Aktie,Spotlight,Norge,Hälsovård,Läkemedel
1702,Pyrum Innovations,2272,PYRUM,DE000A2G8ZX8,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1703,Sound Dimension,2273,SOUND,SE0016589063,Aktie,Spotlight,Sverige,Informationsteknik,Elektronisk Utrustning
